Score,Name,Address,Phone,Email,Website,Rating,Reviews,Source
Medium,Pmj Jewels,"748, 33rd Cross Road, Block 4, Jayanagar, Bengaluru, 560011, Karnataka, India",,,https://pmjjewels.com,0.0,0,maps
Medium,Bhima Jewellers,"Bhima Jewellers, 122/C, 8th Main Road
Near NMKRV College
Jayanagar 3rd Block
Bengaluru
Karnataka 560011
India",+91-8041570424,,https://bhima.com,0.0,0,maps
Medium,Alankruti,"67, 8th D Main Road, Block 4, Jayanagar, Bengaluru, Karnataka 560011, India",+91-9741162228,,"https://maps.apple.com/place?q=Alankruti&auid=8565551628613642898&address=67,%208th%20D%20Main%20Road,%20Block%204,%20Jayanagar,%20Bengaluru,%20Karnataka%20560011,%20India&ll=12.9302524,77.5828636",0.0,0,maps
Medium,R-Gold,"74/2, Patalamma Temple Road, Block 3, Jayanagar, Bengaluru, 560011, Karnataka, India",+91-8041317752,,https://rgold.in,0.0,0,maps
Medium,Zoya,"40, Grant Road, Shanthala Nagar, Bengaluru, 560001, Karnataka, India",+91-8045901111,,https://www.zoya.in,0.0,0,maps
Medium,Lalithaa Jewellery,"522/8, 33rd Cross 9th Main, Block 4, Jayanagar, ಬೆಂಗಳೂರು, Karnataka 560011, India",+91-8026657733,,https://www.lalithaajewellery.com,0.0,0,maps
Medium,"20+ Gold Jewellery Dealers In Jayanagar 3Rd Block, Bangalore - Best ...","Jayanagar, Bangalore",,,https://www.justdial.com/Bangalore/Gold-Jewellery-Dealers-in-Jayanagar-3rd-Block/nct-10855726,0.0,0,web
Medium,Bhima Stores - Bhima Gold,"Jayanagar, Bangalore",+91-8024441300,,https://www.bhimagold.com/stores,0.0,0,web
Medium,"Top Gold Shops Near Me In Jayanagar,Bangalore - Asklaila","Jayanagar, Bangalore",,,https://www.asklaila.com/search/Bangalore/jayanagar/gold-shops/,0.0,0,web
Medium,"Gold Jewellery Retailer - Jayanagar, Bengaluru, Karnataka","Jayanagar, Bangalore",,,https://www.mpsjewellers.com/,0.0,0,web
Medium,"Top Gold Jewellery In Bengaluru, Jayanagar 3Rd Block | Bhima Jewellers","Jayanagar, Bangalore",,,https://www.bhimagold.com/karnataka/stores/bengaluru/jayanagar-3rd-block,0.0,0,web
Medium,"Vardhman Jewels - Trusted 22K Gold, Silver, And Diamond Jewellery ...","Jayanagar, Bangalore",,,https://www.vardhmanjewels.in/,0.0,0,web
Low,Malabar Gold And Diamonds,"7 Bannerghatta Main Road, Bengaluru, IN 560076",+91-8041489916,care.in@malabargoldanddiamonds.com,https://www.malabargoldanddiamonds.com,0.0,0,maps
Low,Amrapali Jewels Bangalore,"56, 18th Cross Road, Block 3, Jayanagar, Bengaluru, 560011, Karnataka, India",+91-8041653108,info@amrapalijewels.com,https://amrapalijewels.com,0.0,0,maps
Low,Melorra,"125, 11th Main Road, Block 4, Jayanagar, Bengaluru, 560011, Karnataka, India",+91-9620366366,cs@melorra.com,https://www.melorra.com,0.0,0,maps
Low,Bangalore Refinery,"38, CT Street, Ganigarpete, Nagartapete, Bengaluru, 560002, Karnataka, India",+91-8041140503,enquiry@bangalorerefinery.com,https://www.bangalorerefinery.com,0.0,0,maps
Low,Kalki Fashion,"14, 11th Main Road, Block 4, Jayanagar, Bengaluru, 560011, Karnataka, India",+91-8071189800,info@kalkifashion.com,https://in.kalkifashion.com/pages/our-stores/kalki-fashion-designer-clothing-store-bangalore,0.0,0,maps
Low,"Gold Jewellery Store In Jayanagar, Karnataka / Bangalore | Malabar Gold ...","Jayanagar, Bangalore",,care.in@malabargoldanddiamonds.com,https://www.malabargoldanddiamonds.com/stores/india/karnataka/bangalore/jayanagar-store,0.0,0,web
Low,"Gold & Diamond Jewellery In Jayanagar, Bengaluru | Kalyan","Jayanagar, Bangalore",,store.pages@kalyanjewellers.tech,https://store.kalyanjewellers.net/kalyan-jewellers-store-jayanagar-bengaluru/blj/category,0.0,0,web
Low,Contact Us - Roy Gold And Diamonds,"Jayanagar, Bangalore",,info@roygoldanddiamonds.com,https://www.roygoldanddiamonds.com/contact.php,0.0,0,web
