Score,Name,Address,Phone,Email,Website,Rating,Reviews,Source
Medium,Lalithaa Jewellery,"522/8, 33rd Cross 9th Main, Block 4, Jayanagar, ಬೆಂಗಳೂರು, Karnataka 560011, India",+91-8026657733,,https://www.lalithaajewellery.com,0.0,0,maps
Medium,Bhima Jewellers,"Bhima Jewellers, 122/C, 8th Main Road
Near NMKRV College
Jayanagar 3rd Block
Bengaluru
Karnataka 560011
India",+91-8041570424,,https://bhima.com,0.0,0,maps
Medium,Pmj Jewels,"748, 33rd Cross Road, Block 4, Jayanagar, Bengaluru, 560011, Karnataka, India",,,https://pmjjewels.com,0.0,0,maps
Medium,R-Gold,"74/2, Patalamma Temple Road, Block 3, Jayanagar, Bengaluru, 560011, Karnataka, India",+91-8041317752,,https://rgold.in,0.0,0,maps
Medium,Zoya,"40, Grant Road, Shanthala Nagar, Bengaluru, 560001, Karnataka, India",+91-8045901111,,https://www.zoya.in,0.0,0,maps
Low,Melorra,"125, 11th Main Road, Block 4, Jayanagar, Bengaluru, 560011, Karnataka, India",+91-9620366366,cs@melorra.com,https://www.melorra.com,0.0,0,maps
Low,Amrapali Jewels Bangalore,"56, 18th Cross Road, Block 3, Jayanagar, Bengaluru, 560011, Karnataka, India",+91-8041653108,info@amrapalijewels.com,https://amrapalijewels.com,0.0,0,maps
Low,Malabar Gold And Diamonds,"329/15, Dr Parvathamma Rajkumar Road, Block 2, Jayanagar East, Bengaluru, 560011, Karnataka, India",+91-8040689916,care.in@malabargoldanddiamonds.com,https://www.malabargoldanddiamonds.com/stores/india/karnataka/bangalore/jayanagar-store,0.0,0,maps
Low,Alankruti,"67, 8th D Main Road, Block 4, Jayanagar, Bengaluru, Karnataka 560011, India",+91-9741162228,,"https://maps.apple.com/place?q=Alankruti&auid=8565551628613642898&address=67,%208th%20D%20Main%20Road,%20Block%204,%20Jayanagar,%20Bengaluru,%20Karnataka%20560011,%20India&ll=12.9302524,77.5828636",0.0,0,maps
Low,Malabar Gold And Diamonds,"52, Mahatma Gandhi Road, Shanthala Nagar, Bengaluru, 560001, Karnataka, India",+91-8069129916,care.in@malabargoldanddiamonds.com,https://www.malabargoldanddiamonds.com,0.0,0,maps
