Score,Name,Address,Phone,Email,Website,Rating,Reviews,Source
Medium,Khazana Jewellery,"532, 32nd Cross Road, Block 4, Jayanagar, Bengaluru, 560011, Karnataka, India",+91-8041539900,,https://www.khazanajewellery.com/storelocator/index/view/id/18/,0.0,0,maps
Medium,Tanishq,"1507, 9th Main Road, Block 3, Jayanagar, Bengaluru, 560011, Karnataka, India",+91-9886333665,,https://www.tanishq.co.in,0.0,0,maps
Medium,Lalithaa Jewellery,"522/8, 33rd Cross 9th Main, Block 4, Jayanagar, ಬೆಂಗಳೂರು, Karnataka 560011, India",+91-8026657733,,https://www.lalithaajewellery.com,0.0,0,maps
Medium,Bhima Jewellers,"Bhima Jewellers, 122/C, 8th Main Road
Near NMKRV College
Jayanagar 3rd Block
Bengaluru
Karnataka 560011
India",+91-8041570424,,https://bhima.com,0.0,0,maps
Medium,Pmj Jewels,"748, 33rd Cross Road, Block 4, Jayanagar, Bengaluru, 560011, Karnataka, India",,,https://pmjjewels.com,0.0,0,maps
Medium,R-Gold,"74/2, Patalamma Temple Road, Block 3, Jayanagar, Bengaluru, 560011, Karnataka, India",+91-8041317752,,https://rgold.in,0.0,0,maps
Medium,Zoya,"40, Grant Road, Shanthala Nagar, Bengaluru, 560001, Karnataka, India",+91-8045901111,,https://www.zoya.in,0.0,0,maps
Low,Jos Alukkas,"157, 9th Main Road, Block 3, Jayanagar, Bengaluru, 560011, Karnataka, India",+91-8041539801,,"https://maps.apple.com/place?q=Jos%20Alukkas&auid=6571525152493567424&address=157,%209th%20Main%20Road,%20Block%203,%20Jayanagar,%20Bengaluru,%20560011,%20Karnataka,%20India&ll=12.935045,77.583821",0.0,0,maps
Low,Melorra,"125, 11th Main Road, Block 4, Jayanagar, Bengaluru, 560011, Karnataka, India",+91-9620366366,cs@melorra.com,https://www.melorra.com,0.0,0,maps
Low,Amrapali Jewels Bangalore,"56, 18th Cross Road, Block 3, Jayanagar, Bengaluru, 560011, Karnataka, India",+91-8041653108,info@amrapalijewels.com,https://amrapalijewels.com,0.0,0,maps
Low,Malabar Gold And Diamonds,"329/15, Dr Parvathamma Rajkumar Road, Block 2, Jayanagar East, Bengaluru, 560011, Karnataka, India",+91-8040689916,care.in@malabargoldanddiamonds.com,https://www.malabargoldanddiamonds.com/stores/india/karnataka/bangalore/jayanagar-store,0.0,0,maps
Low,Alankruti,"67, 8th D Main Road, Block 4, Jayanagar, Bengaluru, Karnataka 560011, India",+91-9741162228,,"https://maps.apple.com/place?q=Alankruti&auid=8565551628613642898&address=67,%208th%20D%20Main%20Road,%20Block%204,%20Jayanagar,%20Bengaluru,%20Karnataka%20560011,%20India&ll=12.9302524,77.5828636",0.0,0,maps
Low,Grt Jewellers,"529, 33rd Cross Road, Block 4, Jayanagar, Bengaluru, 560011, Karnataka, India",+91-8026651515,mail@grtjewels.com,https://www.grtjewels.com,0.0,0,maps
Low,Kalyan Jewellers,"73, Patalamma Temple Road, Block 3, Jayanagar, Bengaluru, 560011, Karnataka, India",+91-8046837078,info@kalyanjewellers.net,https://www.kalyanjewellers.net,0.0,0,maps
Low,Adyant Ayurveda Jayanagar,"Adyant Ayurveda Jayanagar, 728, 3rd A cross
Kalyan Nagar
1st Block
Bangalore
Karnataka 560043
India",+91-8147754477,%20info@adyantayurveda.com,https://adyantayurveda.com/,0.0,0,maps
