Score,Name,Address,Phone,Email,Website,Rating,Reviews,Source
Medium,"Top Gold Jewellery In Bengaluru, Jayanagar 3Rd Block | Bhima Jewellers","Jayanagar, Bangalore",,,https://www.bhimagold.com/karnataka/stores/bengaluru/jayanagar-3rd-block,0.0,0,web
Medium,Jewellery Shop In Jayanagar - Tanishq,"Jayanagar, Bangalore",,,https://stores.tanishq.co.in/store-locator/jewellery-stores/karnataka/bangalore/jayanagar-bjr,0.0,0,web
Medium,Jayanagar - Khazanajewellery.Com,"Jayanagar, Bangalore",,,https://www.khazanajewellery.com/storelocator/index/view/id/18/,0.0,0,web
Medium,Jos Alukkas Jewellery - Jayanagar - Bangalore,"Jayanagar, Bangalore",,,https://jos-alukkas-jewellery-jayanagar.localo.site/,0.0,0,web
Medium,"Top Gold Shops Near Me In Jayanagar,Bangalore - Asklaila","Jayanagar, Bangalore",,,https://www.asklaila.com/search/Bangalore/jayanagar/gold-shops/,0.0,0,web
Medium,"20+ Gold Jewellery Dealers In Jayanagar 3Rd Block, Bangalore - Best ...","Jayanagar, Bangalore",,,https://www.justdial.com/Bangalore/Gold-Jewellery-Dealers-in-Jayanagar-3rd-Block/nct-10855726,0.0,0,web
Low,"Gold Jewellery Store In Jayanagar, Karnataka / Bangalore | Malabar Gold ...","Jayanagar, Bangalore",,care.in@malabargoldanddiamonds.com,https://www.malabargoldanddiamonds.com/stores/india/karnataka/bangalore/jayanagar-store,0.0,0,web
Low,"Jewellery Showrooms In Jayanagar, Bangalore - Jewellery Shops - Justdial","Jayanagar, Bangalore",,webaurax001@gmail.com,https://www.justdial.com/Bangalore/Jewellery-Showrooms-in-Jayanagar/nct-10282098,0.0,0,web
Low,Bluestone Jewellery Store In Jayanagar Bengaluru,"Jayanagar, Bangalore",,corporate.gifting@bluestone.com,https://www.bluestone.com/stores/jayanagar-bengaluru-reslnk-TVRZPQ==/catalog.html,0.0,0,web
Low,"Shop Orra Fine Jewellery In Jayanagar, Bengaluru","Jayanagar, Bangalore",,customercare@orra.co.in,https://www.orra.co.in/stores/karnataka/bengaluru/jayanagar,0.0,0,web
Low,"Arnav Jewellery Store In Jayanagar, Bangalore - Shopkhoj","Jayanagar, Bangalore",,enquiry@shopkhoj.com,https://www.shopkhoj.com/shops-in-bangalore/arnav-jewellery-jayanagar/,0.0,0,web
Low,"Gold Jewellery Retailer - Jayanagar, Bengaluru, Karnataka","Jayanagar, Bangalore",,mpsjewellers@yahoo.com,https://www.mpsjewellers.com/about_us,0.0,0,web
