Lead Score,Name,Address,Phone,Email,Website,Rating,Reviews,Why This Lead,Source
HIGH,Nischal Dental Clinic,"jayanagar,bangalore",,,NONE,0,0,NO WEBSITE — needs online presence; No phone found,justdial
HIGH,Srinivasa Dental Care Centre,"jayanagar,bangalore",,,NONE,0,0,NO WEBSITE — needs online presence; No phone found,justdial
HIGH,Ab Dental Hospital,"jayanagar,bangalore",,,NONE,0,0,NO WEBSITE — needs online presence; No phone found,justdial
HIGH,Sri Raghavendra Dental Care,"jayanagar,bangalore",,,NONE,0,0,NO WEBSITE — needs online presence; No phone found,justdial
HIGH,The Dental Lounge Aesthetic And Implant Centre,"jayanagar,bangalore",,,NONE,0,0,NO WEBSITE — needs online presence; No phone found,justdial
HIGH,Gvg Invivo Hospitals,"jayanagar,bangalore",,,NONE,0,0,NO WEBSITE — needs online presence; No phone found,justdial
HIGH,National Dental Care,"jayanagar,bangalore",,,NONE,0,0,NO WEBSITE — needs online presence; No phone found,justdial
HIGH,Chisel Dental Clinic,"jayanagar,bangalore",,,NONE,0,0,NO WEBSITE — needs online presence; No phone found,justdial
HIGH,Kengeri Dental Clinic,"jayanagar,bangalore",,,NONE,0,0,NO WEBSITE — needs online presence; No phone found,justdial
MEDIUM,Sadguru Facial & Dental Clinic,"240, 32nd Cross Road, Block 7, Jayanagar, Bengaluru, 560070, Karnataka, India",-8026539988,,http://www.bangaloreoralmedicine.com,0,0,Website but no email found,ddg_maps
MEDIUM,Shree Dental Clinic,"24/B, 38th Cross Road, Block 8, Jayanagar, Bengaluru, 560070, Karnataka, India",-9845335641,,http://online.justdial.com/bangalore/banashankari-2nd-stage/shree-d,0,0,Website but no email found,ddg_maps
MEDIUM,Crystal Dental Clinic And Orthodontic Center,"31, 7th B Main Road, Block 4, Jayanagar, Bengaluru, 560011, Karnataka, India",-9886254873,,"https://maps.apple.com/place?q=Crystal%20Dental%20Clinic%20And%20Orthodontic%20Center&auid=1055612028206406974&address=31,%207th%20B%20Main%20Road,%20Block%204,%20Jayanagar,%20Bengaluru,%20560011,%20Karnataka,%20India&ll=12.929413,77.582199",0,0,Website but no email found,ddg_maps
MEDIUM,Dr. Kiran Aradhya,"53, 34th Cross Road, 11th Main road, 4th T Block, Jayanagar, Bengaluru, 560011, Karnataka, India",-8026641150,,"https://maps.apple.com/place?q=Dr.%20Kiran%20Aradhya&auid=12959401575227842701&address=53,%2034th%20Cross%20Road,%2011th%20Main%20road,%204th%20T%20Block,%20Jayanagar,%20Bengaluru,%20560011,%20Karnataka,%20India&ll=12.9255729,77.5866017",0,0,Website but no email found,ddg_maps
MEDIUM,Dr. Vandana Bhatija J,"14A, 27th Cross Road, Block 4, Jayanagar, Bengaluru, 560011, Karnataka, India",-9886636840,,http://online.justdial.com/bangalore/jp-nagar/siddi-vinayaka-dental-clinic/siddivinayakadentalclinic,0,0,Website but no email found,ddg_maps
MEDIUM,Fm Dental Clinic,"50, 3rd Cross Road, RBI Extension, Jayanagar, Bengaluru, 560011, Karnataka, India",-9341454808,,"https://maps.apple.com/place?q=Fm%20Dental%20Clinic&auid=1640943889235502275&address=50,%203rd%20Cross%20Road,%20RBI%20Extension,%20Jayanagar,%20Bengaluru,%20560011,%20Karnataka,%20India&ll=12.932394,77.595202",0,0,Website but no email found,ddg_maps
MEDIUM,Elite Multi Speciality Dental Clinic,"540, 9th Cross Road, Sarakki, JP Nagar Phase 1, Bengaluru, 560078, Karnataka, India",-8042111702,,http://online.justdial.com/bangalore/jp-nagar-1st-phase/elite-multi-speciality-dental-clinic/elitemultispecialitydentalclinic,0,0,Website but no email found,ddg_maps
MEDIUM,Roopa Dental Clinic,"296, H Siddiah Road, Wilson Garden, Bengaluru, 560027, Karnataka, India",-8861834299,,http://online.justdial.com/bangalore/wilson-garden/roopa-dental-clinic/roopadentalclinic,0,0,Website but no email found,ddg_maps
MEDIUM,Dental Clinic Bangalore,"7, Cambridge Layout, Halasuru, Bengaluru, 560008, Karnataka, India",-8041152474,,"https://maps.apple.com/place?q=Dental%20Clinic%20Bangalore&auid=7809610982973498328&address=7,%20Cambridge%20Layout,%20Halasuru,%20Bengaluru,%20560008,%20Karnataka,%20India&ll=12.969333,77.630167",0,0,Website but no email found,ddg_maps
MEDIUM,Jayanagar Dental Clinic,"21/1, 9th Main Road, Block 3, Jayanagar, Bengaluru, 560011, Karnataka, India",-8046808318,,http://www.jayanagardentalclinic.com,0,0,Website but no email found,"ddg_maps, ddg_search"
