Score,Name,Address,Phone,Email,Website,Rating,Reviews,Source
Medium,Yelachenahalli Station,"Bengaluru, Karnataka, India",,,"https://maps.apple.com/place?q=Yelachenahalli%20Station&auid=11912159898908110724&address=Bengaluru,%20Karnataka,%20India&ll=12.8959889,77.5700672",0.0,0,maps
Low,The Dentist,"6, Palmgrove Road, Anglo Indian Block, Elagondanpalya, Xavier Layout, Bengaluru, Karnataka 560047, India",+91-8045686414,,"https://maps.apple.com/place?q=The%20Dentist&auid=10025904046543723161&address=6,%20Palmgrove%20Road,%20Anglo%20Indian%20Block,%20Elagondanpalya,%20Xavier%20Layout,%20Bengaluru,%20Karnataka%20560047,%20India&ll=12.9622691,77.614696",0.0,0,maps
Low,Clove Dental,"2/2, Cunningham Road, Vasant Nagar, Bengaluru, 560001, Karnataka, India",+91-4038245711,care@clovedental.com,https://clovedental.in/dentist-near-me/bengaluru/cunningham-road-bangalore,0.0,0,maps
Low,Clove Dental,"82, 4th Main Road, KPA Block, Chandra Layout Stage 2, Bengaluru, 560040, Karnataka, India",+91-8003093232,care@clovedental.com,https://clovedental.in/dentist-near-me/bengaluru/chandra-layout,0.0,0,maps
Low,Clove Dental,"1659, Jeevan Bhima Nagar Main Road, HAL Stage 3, New Thippasandra, Bengaluru, 560075, Karnataka, India",+91-9393553232,care@clovedental.com,https://clovedental.in/dentist-near-me/bengaluru/jeevan-bima-nagar,0.0,0,maps
Low,Clove Dental,"271, 8th Main Road, Lakksandra Extension, Wilson Garden, Bengaluru, 560030, Karnataka, India",+91-4038245711,care@clovedental.com,https://clovedental.in/dentist-near-me/bengaluru/wilson-garden,0.0,0,maps
Low,Samiksha Dental Clinic,"324, 4th Main Road, Canara Bank Layout, Sahakara Nagar, Bengaluru, Karnataka 560065, India",+91-9886875863,contact@samikshadentalclinic.com,http://www.samikshadentalclinic.com,0.0,0,maps
Low,Clove Dental,"202, 4th Cross Road, Block 3, HRBR Layout, Kalyan Nagar, Bengaluru, 560043, Karnataka, India",+91-8033553232,care@clovedental.com,https://clovedental.in/dentist-near-me/bengaluru/hrbr-layout-kalyan-nagar,0.0,0,maps
Low,Clove Dental,"321, Pipeline Road, Nagapura, West of Chord Road Stage 2, Mahalakshmipuram, Bengaluru, 560086, Karnataka, India",+91-8287928325,care@clovedental.com,https://clovedental.in/dentist-near-me/bengaluru/mahalaxmipuram,0.0,0,maps
Low,Kdc Dental Academy,"KDC Dental Academy, 289/B 2nd Floor
12th Cross
Ideal Home Township
Above Reliance Fresh
Near Nimishamba Temple
Rajarajeshwari Nagar
Bengaluru
Karnataka 560098
India",+91-8123103103,kdc.care@gmail.com,http://www.kdcdentalacademy.com,0.0,0,maps
Low,Dentistree,"202, 6th Cross Road, Stage 2, MICO Layout, Arakere, Bengaluru, Karnataka 560076, India",+91-9513464505,dentistree.bangalore@gmail.com,https://dentistreebangalore.com,0.0,0,maps
Low,Clove Dental,"89, VP Deenadayalu Naidu Road, Nandi Durga Extension, Jayamahal Extension, Bengaluru, 560046, Karnataka, India",+91-8012003232,care@clovedental.com,https://clovedental.in/dentist-near-me/bengaluru/nandi-durga-road,0.0,0,maps
Low,Clove Dental,"62, 17th Cross Road, Sector 6, HSR Layout, Bengaluru, 560102, Karnataka, India",+91-8003093232,care@clovedental.com,https://clovedental.in/dentist-near-me/bengaluru/hsr-layout-sec-6,0.0,0,maps
Low,Clove Dental,"695, 6th Cross Road, Bilappa Garden, Ganga Nagar, Bengaluru, 560032, Karnataka, India",+91-8033553232,care@clovedental.com,https://clovedental.in/dentist-near-me/bengaluru/rt-nagar,0.0,0,maps
Low,Clove Dental,"518, 20th Main Road, Block F, Sahakara Nagar, Bengaluru, 560092, Karnataka, India",+91-8033553232,care@clovedental.com,https://clovedental.in/dentist-near-me/bengaluru/sahakar-nagar,0.0,0,maps
Low,Clove Dental,"3, TC Palya Main Road, Block 2, Akshaya Nagar, Ramamurthi Nagar, Bengaluru, 560016, Karnataka, India",+91-8003093232,care@clovedental.com,https://clovedental.in/dentist-near-me/bengaluru/tc-palya,0.0,0,maps
Low,Clove Dental,"372, 11th Main Road, Srinivasa Nagar, Banashankari Stage 1, Bengaluru, 560050, Karnataka, India",+91-8003093232,care@clovedental.com,https://clovedental.in/dentist-near-me/bengaluru/srinivas-nagar,0.0,0,maps
Low,Clove Dental,"10/1A, 17th Cross Road, JP Nagar Phase 6, Bengaluru, 560078, Karnataka, India",+91-8003093232,care@clovedental.com,https://clovedental.in/dentist-near-me/bengaluru/jp-nagar-phase-6,0.0,0,maps
